,Property Id,Property Name,Postal Code,Source EUI (kBtu/ftå_),Number of Buildings - Self-reported,Borough,Primary Property Type - Self Selected,Largest Property Use Type - Gross Floor Area (ftå_),Year Built,Metered Areas (Energy),ENERGY STAR Score,Median Income for Zip,building_type,gas_heat,gas_water,gas_equip,elec_heat,elec_lighting,elec_equipment,elec_fans,elec_ref,elec_cool,elec_percent_total,ENERGY STAR binned,binned source EUI
9829,"2,680,935",Larrin - 33-43 Crescent Street,11106,127.3,1,Queens,Multifamily Housing,70539.0,1959,Whole Building,,34651.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Moderate
9830,"3,098,872",Allbren: 34-50 28th Street,11106,113.3,1,Queens,Multifamily Housing,52000.0,1930,Whole Building,80.0,34651.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9831,"2,742,954",CARO: 34-43 Crescent Street,11106,101.6,1,Queens,Multifamily Housing,109042.0,1964,Whole Building,76.0,34651.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9832,"3,127,811",34-50 29th Street,11106,126.5,1,Queens,Multifamily Housing,52490.0,1939,Whole Building,57.0,34651.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9833,"2,977,913",PKT Realty LLC,11106,141.8,1,Queens,Multifamily Housing,59837.4,1931,Whole Building,52.0,34651.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9834,"3,447,066",Theo: 34-20 30 Street,11106,145.1,1,Queens,Multifamily Housing,73080.0,1929,Whole Building,34.0,34651.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9835,"2,794,656",JC Dwight 3235 30th Street,11106,511.5,1,Queens,Multifamily Housing,58000.0,1928,Whole Building,1.0,34651.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Extremely High
9836,"2,794,281",JC Dwight 3002 Broadway,11106,145.4,1,Queens,Multifamily Housing,60696.0,1926,Whole Building,,34651.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Moderate
9837,"2,975,714",HRV:  31-72 31st Street,11106,127.6,1,Queens,Multifamily Housing,102044.0,2007,Whole Building,35.0,34651.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Moderate,Moderate
9838,"2,976,706",26-80 30th Street,11102,99.5,1,Queens,Multifamily Housing,98500.0,1929,Whole Building,,35078.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Low
9839,"2,780,144",CityView Plaza LLC,11101,272.1,1,Queens,Office,153603.0,1916,Whole Building,,95879.0,large office,0.9715829497698619,0.028417050230138085,0.0,0.0,0.3076708812811035,0.3998716676027639,0.02677738737444324,0.0,0.26568006374168945,0.7970968470743061,Not Available,Extremely High
9840,"4,896,845",A&E - Queens - 35-16 34th Street,11106,146.9,1,Queens,Multifamily Housing,50232.0,1929,Whole Building,58.0,34651.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9841,"2,686,114","Quin-Land Associates, LLC",11106,136.3,1,Queens,Multifamily Housing,62790.0,1931,Whole Building,43.0,34651.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9842,"3,111,942",Astor Condominiums,11101,139.5,1,Queens,Multifamily Housing,72591.0,2010,Whole Building,54.0,95879.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Moderate,Moderate
9843,"2,771,520",3205 Newtown Ave Associates LLC,11102,113.3,1,Queens,Multifamily Housing,68770.0,1964,Whole Building,76.0,35078.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9844,"3,519,921",Newtown Property Holdings LLC,11102,217.7,1,Queens,Office,37182.0,2012,Whole Building,43.0,35078.0,small office building,0.7801295619267526,0.2198704380732474,0.0,0.16580156456101108,0.3633576388171659,0.31471814589782254,0.022013627202469303,0.0,0.13402934953567772,0.9560162720891918,Moderate,High
9845,"2,978,039",AJM Realty LLC,11103,107.9,1,Queens,Multifamily Housing,50000.0,1939,Whole Building,80.0,38482.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9846,"2,807,715",S&P Assoc. 28-15 34th St.,11103,108.9,1,Queens,Multifamily Housing,61016.0,1928,Whole Building,73.0,38482.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9847,"2,933,867","K&C Building-35, LLC",11103,117.2,1,Queens,Multifamily Housing,64576.0,1923,Whole Building,,38482.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Moderate
9848,"2,677,990",28-28 35 Street,11103,112.9,1,Queens,Multifamily Housing,70527.0,1934,Whole Building,68.0,38482.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9849,"2,976,698",25-90 35th Street,11103,119.2,1,Queens,Multifamily Housing,52500.0,1931,Whole Building,,38482.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Moderate
9850,"4,941,573",25-98 36 Street,11103,118.5,1,Queens,Multifamily Housing,51431.0,1931,Whole Building,67.0,38482.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9851,"5,859,241",36-01 37th Avenue,11106,192.6,1,Queens,Office,57820.0,1914,Whole Building,62.0,34651.0,small office building,0.9420490780535146,0.05795092194648551,0.0,0.0,0.3556009275918134,0.30799975741683583,0.20909513591876927,0.0,0.12722909380748715,0.8571601848620095,Moderate,High
9852,"2,794,303",JC Dwight 3520 35th Street,11106,36.1,1,Queens,Multifamily Housing,58000.0,1928,Whole Building,100.0,34651.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9853,"3,128,945",Q570-0401666,11106,402.2,1,Queens,K-12 School,128400.0,2009,Whole Building,1.0,34651.0,primary school,0.7801120674342371,0.09375016820880498,0.12613776435695792,0.0,0.5197044842910613,0.31751183197055155,0.037070929956796554,0.017876844395409503,0.10783848715754306,0.6761778101594351,Low,Extremely High
9854,"5,050,493",Studio Square,11106,286.2,1,Queens,Office,65904.0,1930,Whole Building,27.0,34651.0,large office,0.9715829497698619,0.028417050230138085,0.0,0.0,0.3076708812811035,0.3998716676027639,0.02677738737444324,0.0,0.26568006374168945,0.7970968470743061,Low,Extremely High
9856,"5,876,247",37-11 35th,11101,959.1,1,Queens,Office,69000.0,1935,Whole Building,1.0,95879.0,large office,0.9715829497698619,0.028417050230138085,0.0,0.0,0.3076708812811035,0.3998716676027639,0.02677738737444324,0.0,0.26568006374168945,0.7970968470743061,Low,Extremely High
9858,"2,675,890",Chrismar Equities Corp.,11101,162.3,1,Queens,Multifamily Housing,69075.0,1918,Whole Building,,95879.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,High
9859,"3,989,710",32-75 Steinway Street,11103,59.2,1,Queens,Retail Store,25500.0,1951,Whole Building,,38482.0,retail,0.9179441605569133,0.0,0.0,0.0031234051240175563,0.5757272634479942,0.1014647341022762,0.21517301214657547,0.0,0.10451668878228028,0.617198007981932,Not Available,Low
9860,"2,785,290",Garden: 44-14 Newtown Road,11103,41.2,1,Queens,Multifamily Housing,93669.0,1930,Whole Building,100.0,38482.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9861,"4,896,848",A&E - Queens - 32-06 47th Street,11103,6.2,1,Queens,Multifamily Housing,55840.0,1932,Whole Building,100.0,38482.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9862,"2,808,766",Empire Astoria 20th Avenue,11105,82.6,1,Queens,Non-Refrigerated Warehouse,116590.0,1958,Whole Building,57.0,38674.0,warehouse,1.0,0.0,0.0,0.0,0.5743600542842435,0.12216294632411437,0.2640741260704759,0.0,0.039414572511582195,0.31808929096409977,Moderate,Low
9863,"2,809,247",Empire Astoria 48th Street,11105,47.3,1,Queens,Non-Refrigerated Warehouse,143895.0,1967,Whole Building,85.0,38674.0,warehouse,1.0,0.0,0.0,0.0,0.5743600542842435,0.12216294632411437,0.2640741260704759,0.0,0.039414572511582195,0.31808929096409977,High,Low
9864,"3,519,927",Pistilli Grand Manor,11105,21.0,1,Queens,Multifamily Housing,291531.0,2006,Whole Building,100.0,38674.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,High,Low
9865,"2,671,146",Arc Rebuilders Inc.,11105,58.2,1,Queens,Non-Refrigerated Warehouse,50000.0,1986,Whole Building,,38674.0,warehouse,1.0,0.0,0.0,0.0,0.5938407199535514,0.12630636733113992,0.24762918521385716,0.0,0.03222372750145152,0.33642745233686694,Not Available,Low
9866,"4,626,396",Acropolis Gardens,11105,162.9,16,Queens,Multifamily Housing,438423.0,1923,Whole Building,31.0,38674.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
9868,"4,862,813",Spiti: 27-40 HOYT AVENUE SOUTH,11102,117.2,1,Queens,Multifamily Housing,190200.0,2007,Whole Building,56.0,35078.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Moderate,Moderate
9869,"2,726,090",21-24 31st Street - 32496,11105,122.8,1,Queens,Multifamily Housing,88000.0,1929,Whole Building,69.0,38674.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9870,"2,726,092",21-38 31st Street - 32497,11105,133.2,1,Queens,Multifamily Housing,87396.0,1929,Whole Building,,38674.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Moderate
9871,"3,788,659",St. John's Preparatory School,11105,77.3,1,Queens,K-12 School,273124.0,1962,Whole Building,95.0,38674.0,primary school,0.5633509884009841,0.04116741609802804,0.05680487716193777,0.0,0.48871004884434044,0.29887161089362113,0.04756202504029961,0.01675979007841759,0.14809894918006958,0.6019298056187021,High,Low
9872,"2,686,029",25-34 Crescent Street Owners Corp.,11102,144.1,1,Queens,Multifamily Housing,66100.0,1965,Whole Building,49.0,35078.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9873,"2,604,568",26-13 21st Street,11102,182.5,1,Queens,Senior Care Community,159572.0,2000,Whole Building,80.0,35078.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,High,High
9874,"4,397,240","EXO FPM, LLC/Forest Properties",11102,45.5,1,Queens,Multifamily Housing,127338.0,2008,Whole Building,100.0,35078.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,High,Low
9875,"2,953,325",Parkview Building Assoc LLC,11105,142.4,2,Queens,Multifamily Housing,217710.0,1920,Whole Building,18.0,38674.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
9876,"4,403,961",23-06 21st St,11105,108.3,1,Queens,Multifamily Housing,50100.0,1929,Whole Building,64.0,38674.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9877,"2,907,328",Central Astoria- 18-15 21st Avenue  2C,11105,87.6,1,Queens,Multifamily Housing,62283.0,1949,Whole Building,,38674.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Low
9878,"2,919,807",Central Astoria- 18-22 21 avenue,11105,64.3,1,Queens,Multifamily Housing,124710.0,1950,Whole Building,100.0,38674.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9879,"3,625,178",Bridgeview II,11102,116.9,1,Queens,Multifamily Housing,131250.0,1972,Whole Building,68.0,35078.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9880,"3,116,283",25-40 Shore Boulevard,11102,207.1,1,Queens,Multifamily Housing,214836.0,1991,Whole Building,55.0,35078.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Moderate,High
9881,"5,877,605",Top Cove Associates,11102,67.0,1,Queens,Office,105500.0,1931,Whole Building,98.0,35078.0,large office,0.9715829497698619,0.028417050230138085,0.0,0.0,0.3076708812811035,0.3998716676027639,0.02677738737444324,0.0,0.26568006374168945,0.7970968470743061,High,Low
9882,"3,625,181","Bridgeview I, LLC (Realty Equity Holdings 3820)",11102,105.5,1,Queens,Multifamily Housing,112482.0,1969,Whole Building,86.0,35078.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9883,"2,816,284",4-21 27th Avenue,11102,227.9,1,Queens,Multifamily Housing,136000.0,1969,Whole Building,13.0,35078.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
9884,"4,402,913",0946-7501,11370,86.3,1,Queens,Multifamily Housing,21888.0,1939,Whole Building,,59901.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Low
9885,"4,402,917",0947-7501,11370,48.0,6,Queens,Multifamily Housing,204459.0,1939,Whole Building,100.0,59901.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9886,"4,402,927",0948-7501,11370,70.7,3,Queens,Multifamily Housing,95928.0,1939,Whole Building,92.0,59901.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9887,"4,402,925",0949-7501,11370,70.7,3,Queens,Multifamily Housing,48126.0,1939,Whole Building,93.0,59901.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9888,"4,412,307",0972-7501,11370,70.7,2,Queens,Multifamily Housing,64416.0,1939,Whole Building,93.0,59901.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9889,"2,893,902",26822-Woodside/Brooklyn Queens Expwy,11377,83.3,1,Queens,Distribution Center,81966.0,1997,Whole Building,4.0,54989.0,warehouse,1.0,0.0,0.0,0.0,0.5938407199535514,0.12630636733113992,0.24762918521385716,0.0,0.03222372750145152,0.33642745233686694,Low,Low
9890,"4,402,929",0973-7501,11370,79.9,3,Queens,Multifamily Housing,127050.0,1939,Whole Building,83.0,59901.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9891,"4,402,940",0974-7501,11370,79.1,2,Queens,Multifamily Housing,97344.0,1939,Whole Building,85.0,59901.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9892,"4,405,023",1007-7501,11370,68.7,2,Queens,Multifamily Housing,90374.0,1939,Whole Building,93.0,59901.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9893,"4,402,939",1008-7501,11370,74.8,2,Queens,Multifamily Housing,124374.0,1939,Whole Building,88.0,59901.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9894,"4,402,945",1009-7501,11370,79.0,2,Queens,Multifamily Housing,125961.0,1939,Whole Building,,59901.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Low
9895,"2,669,219",22-10 79th St,11370,100.4,1,Queens,Multifamily Housing,103852.0,1948,Whole Building,87.0,59901.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9896,"2,669,232",22-10 80th St,11370,145.8,1,Queens,Multifamily Housing,77889.0,1948,Whole Building,59.0,59901.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9897,"4,406,943",Bulova Corporation,11377,173.2,1,Queens,Distribution Center,93000.0,1960,Whole Building,27.0,54989.0,warehouse,1.0,0.0,0.0,0.0,0.5743600542842435,0.12216294632411437,0.2640741260704759,0.0,0.039414572511582195,0.31808929096409977,Low,High
9900,"3,508,436",Queens HD 3114,11377,242.5,1,Queens,Distribution Center,49634.0,1965,Whole Building,1.0,54989.0,warehouse,1.0,0.0,0.0,0.0,0.5743600542842435,0.12216294632411437,0.2640741260704759,0.0,0.039414572511582195,0.31808929096409977,Low,High
9902,"3,782,892","25-15 50th Street Realty, Corp.",11377,112.8,1,Queens,Non-Refrigerated Warehouse,100000.0,1959,Whole Building,35.0,54989.0,warehouse,1.0,0.0,0.0,0.0,0.5743600542842435,0.12216294632411437,0.2640741260704759,0.0,0.039414572511582195,0.31808929096409977,Moderate,Moderate
9903,"5,866,115",Blumenfeld: 72-12 25th Ave,11370,65.3,2,Queens,Office,113000.0,2001,Whole Building,,59901.0,large office,0.9577716894298184,0.04222645184794165,0.0,0.0,0.3341679857366653,0.41928054145059984,0.023161604192461386,0.0,0.22339022328843353,0.8397624928481887,Not Available,Low
9904,"5,866,107",Blumenfeld: 75-20 Astoria Blvd,11370,15.1,1,Queens,Office,490000.0,1947,Whole Building,100.0,59901.0,large office,0.9715829497698619,0.028417050230138085,0.0,0.0,0.3076708812811035,0.3998716676027639,0.02677738737444324,0.0,0.26568006374168945,0.7970968470743061,High,Low
9905,"2,963,998",Lexington School for the Deaf,11370,96.4,1,Queens,K-12 School,300000.0,1968,Whole Building,98.0,59901.0,primary school,0.5633509884009841,0.04116741609802804,0.05680487716193777,0.0,0.48871004884434044,0.29887161089362113,0.04756202504029961,0.01675979007841759,0.14809894918006958,0.6019298056187021,High,Low
9906,"2,988,202",Our Lady of Fatima,11370,102.7,1,Queens,Multifamily Housing,67072.0,1996,Whole Building,77.0,59901.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,High,Moderate
9909,"3,506,774",Manhattan HD (3102),11370,82.0,1,Queens,Distribution Center,104025.0,1955,Whole Building,58.0,59901.0,warehouse,1.0,0.0,0.0,0.0,0.5743600542842435,0.12216294632411437,0.2640741260704759,0.0,0.039414572511582195,0.31808929096409977,Moderate,Low
9911,"2,685,980",DEPM 1774 - 54-17 31st Ave,11377,157.8,1,Queens,Multifamily Housing,624000.0,1935,Whole Building,54.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9912,"2,808,366",30-30 60th Street,11377,35.9,1,Queens,Non-Refrigerated Warehouse,291454.0,1975,Whole Building,93.0,54989.0,warehouse,1.0,0.0,0.0,0.0,0.5743600542842435,0.12216294632411437,0.2640741260704759,0.0,0.039414572511582195,0.31808929096409977,High,Low
9913,"2,819,900","Happyrock Partners, LLP",11377,47.6,1,Queens,Non-Refrigerated Warehouse,85000.0,1961,Whole Building,80.0,54989.0,warehouse,1.0,0.0,0.0,0.0,0.5743600542842435,0.12216294632411437,0.2640741260704759,0.0,0.039414572511582195,0.31808929096409977,High,Low
9914,"2,788,856",Jackson Heights Shopping Center,11370,382.1,1,Queens,Retail Store,63173.0,1959,Whole Building,52.0,59901.0,retail,0.9179441605569133,0.0,0.0,0.0031234051240175563,0.5757272634479942,0.1014647341022762,0.21517301214657547,0.0,0.10451668878228028,0.617198007981932,Moderate,Extremely High
9915,"2,734,744",ADI: 53-01 32nd Ave,11377,110.2,1,Queens,Multifamily Housing,126448.0,1941,Whole Building,65.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9916,"5,859,361",31-20 54 Street,11377,98.0,1,Queens,Multifamily Housing,64356.0,1961,Whole Building,77.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9917,"3,520,092",Groside Owners Corp,11377,111.3,1,Queens,Multifamily Housing,67022.0,1941,Whole Building,78.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9918,"3,520,081",Groside Owners  Corp,11377,87.3,1,Queens,Multifamily Housing,67022.0,1941,Whole Building,95.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9919,"2,668,240",SW - 31-16 68th St,11377,147.9,1,Queens,Multifamily Housing,56344.0,1964,Whole Building,50.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9920,"4,381,926",Triumph: 32-30 70th Street,11377,112.7,1,Queens,Multifamily Housing,67810.0,1965,Whole Building,73.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9921,"4,381,933",Triumph: 32-50 70th Street,11377,110.7,1,Queens,Multifamily Housing,67810.0,1965,Whole Building,75.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9922,"4,381,901",Triumph: 6901 Northern Blvd,11377,186.4,1,Queens,Multifamily Housing,82338.0,1962,Whole Building,9.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
9923,"4,381,943",Triumph: 32-45 69th Street,11377,139.1,1,Queens,Multifamily Housing,67810.0,1965,Whole Building,41.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9924,"4,381,948",Triumph: 32-25 69th Street,11377,127.4,1,Queens,Multifamily Housing,67810.0,1965,Whole Building,55.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9925,"2,856,349",Queensboro Toyota,11377,197.3,1,Queens,Retail Store,40500.0,1950,Whole Building,46.0,54989.0,retail,0.9179441605569133,0.0,0.0,0.0031234051240175563,0.5757272634479942,0.1014647341022762,0.21517301214657547,0.0,0.10451668878228028,0.617198007981932,Moderate,High
9926,"2,801,846",AAR: 60-11 Broadway,11377,138.1,1,Queens,Multifamily Housing,149414.0,1962,Whole Building,25.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
